find_taxid	find_taxrank
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
1866885	genus
1810	species
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
1773	species
1866885	genus
1773	species
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
1866885	genus
246196	strain
246196	strain
1866885	genus
246196	strain
1866885	genus
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1785	species
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
1866885	genus
1773	species
246196	strain
246196	strain
246196	strain
1866885	genus
1866885	genus
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
1773	species
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1770	subspecies
1770	subspecies
246196	strain
246196	strain
1866885	genus
1866885	genus
1866885	genus
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1771	species
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
1866885	genus
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
1773	species
1866885	genus
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
1866885	genus
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1785	species
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
36809	species
1771	species
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
1866885	genus
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1771	species
246196	strain
246196	strain
1866885	genus
1866885	genus
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
1866885	genus
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
1866885	genus
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
1764	species
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
1785	species
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1773	species
246196	strain
1866885	genus
1866885	genus
1866885	genus
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1785	species
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1785	species
246196	strain
1785	species
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1785	species
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
1866885	genus
1785	species
246196	strain
1785	species
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
246196	strain
2111	species
2107	species
34	species
13769	species
547559	strain
88723	genus
387092	species
267849	genus
338191	genus
926571	strain
37326	species
70799	species
70799	species
70799	species
1247	species
1247	species
1247	species
1464	species
1464	species
1464	species
1464	species
1464	species
1464	species
1464	species
1464	species
1464	species
1464	species
1464	species
1464	species
1464	species
1464	species
1464	species
1464	species
44249	genus
1464	species
1464	species
1464	species
1464	species
1464	species
1464	species
1464	species
1464	species
1464	species
1464	species
1464	species
1464	species
1464	species
549	species
549	species
549	species
549	species
549	species
549	species
549	species
549	species
375288	genus
46503	species
267	species
59779	species
747	species
747	species
747	species
29471	species
555	subspecies
555	subspecies
29471	species
122277	genus
122277	genus
29471	species
555	subspecies
29471	species
29471	species
29471	species
554	species
554	species
555	subspecies
29471	species
29471	species
29471	species
55208	species
218491	strain
218491	strain
29471	species
555	subspecies
555	subspecies
555	subspecies
555	subspecies
554	species
555	subspecies
55208	species
555	subspecies
29471	species
555	subspecies
555	subspecies
29471	species
29471	species
29471	species
29471	species
554	species
335992	strain
335992	strain
335992	strain
335992	strain
99287	strain
99287	strain
28901	species
28901	species
28901	species
1198	genus
1198	genus
47253	species
126344	species
85581	subspecies
1160	species
59919	strain
59919	strain
59919	strain
59922	strain
59920	strain
1219	species
1219	species
1219	species
1218	genus
1131	species
32051	species
1744	species
1747	species
1747	species
1747	species
1744	species
1744	species
1744	species
1747	species
1744	species
1744	species
1747	species
1744	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1744	species
1744	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
1747	species
584	species
584	species
584	species
584	species
102862	species
584	species
584	species
584	species
584	species
584	species
584	species
584	species
584	species
584	species
584	species
525369	strain
584	species
584	species
584	species
584	species
588	species
588	species
588	species
587	species
587	species
589	species
288	species
53249	species
53249	species
267375	species
267375	species
1348393	species
53249	species
53249	species
53249	species
53249	species
53249	species
53249	species
53249	species
267375	species
28107	species
53246	genus
53246	genus
267375	species
161398	species
53246	genus
208964	strain
587753	species
136843	species group
287	species
663959	no rank
303	species
663959	no rank
317	species
208964	strain
208964	strain
29442	species
306	species
287	species
306	species
287	species
287	species
208964	strain
208964	strain
208964	strain
208964	strain
208964	strain
208964	strain
208964	strain
287	species
287	species
306	species
306	species
306	species
306	species
287	species
287	species
303	species
287	species
306	species
663959	no rank
652611	strain
652611	strain
652611	strain
652611	strain
652611	strain
652611	strain
652611	strain
652611	strain
287	species
652611	strain
287	species
287	species
1009714	strain
1009714	strain
287	species
287	species
287	species
287	species
306	species
287	species
287	species
208964	strain
306	species
208964	strain
287	species
208964	strain
287	species
287	species
303	species
208964	strain
287	species
208964	strain
287	species
287	species
208964	strain
652611	strain
652611	strain
287	species
208964	strain
287	species
663959	no rank
287	species
663959	no rank
663959	no rank
216595	strain
29442	species
208964	strain
136843	species group
287	species
208964	strain
287	species
287	species
208964	strain
287	species
287	species
287	species
208964	strain
287	species
287	species
287	species
1009714	strain
1009714	strain
1009714	strain
1009714	strain
1009714	strain
287	species
287	species
287	species
287	species
287	species
287	species
287	species
287	species
208964	strain
1279007	strain
287	species
287	species
208964	strain
287	species
287	species
287	species
136843	species group
303	species
303	species
287	species
136843	species group
136843	species group
216595	strain
136843	species group
317	species
317	species
303	species
208964	strain
287	species
317	species
287	species
287	species
317	species
287	species
287	species
136843	species group
287	species
287	species
208964	strain
287	species
287	species
287	species
306	species
286	genus
287	species
303	species
317	species
317	species
103796	no rank
317	species
29442	species
287	species
136843	species group
286	genus
306	species
287	species
103796	no rank
70775	species
70775	species
286	genus
306	species
306	species
306	species
287	species
287	species
287	species
208964	strain
287	species
287	species
287	species
287	species
287	species
663959	no rank
303	species
287	species
136843	species group
663959	no rank
306	species
287	species
287	species
287	species
287	species
287	species
287	species
287	species
287	species
287	species
208964	strain
287	species
287	species
287	species
287	species
287	species
287	species
287	species
287	species
287	species
287	species
287	species
208964	strain
287	species
287	species
287	species
287	species
287	species
287	species
287	species
287	species
287	species
287	species
287	species
287	species
287	species
287	species
287	species
287	species
287	species
287	species
287	species
83964	no rank
83964	no rank
317	species
287	species
287	species
287	species
287	species
303	species
287	species
287	species
287	species
208964	strain
303	species
287	species
287	species
287	species
287	species
287	species
287	species
208964	strain
208964	strain
287	species
208964	strain
287	species
208963	strain
652611	strain
652611	strain
287	species
287	species
287	species
287	species
287	species
136843	species group
319	no rank
287	species
287	species
287	species
287	species
497	genus
497	genus
488538	strain
121277	species
2271	species
2276	genus
29292	species
1310165	species
1310165	species
1310165	species
1310165	species
1310165	species
1310165	species
48736	genus
1310165	species
1310165	species
1310165	species
1310165	species
1310165	species
48736	genus
1310165	species
329	species
48736	genus
48736	genus
48736	genus
48736	genus
48736	genus
1310165	species
48736	genus
48736	genus
48736	genus
48736	genus
48736	genus
342110	strain
48736	genus
48736	genus
48736	genus
48736	genus
48736	genus
48736	genus
48736	genus
48736	genus
48736	genus
48736	genus
48736	genus
48736	genus
48736	genus
48736	genus
48736	genus
48736	genus
48736	genus
48736	genus
48736	genus
48736	genus
1310165	species
48736	genus
48736	genus
54291	species
1873496	species
67575	genus
67575	genus
67575	genus
67575	genus
67575	genus
382	species
29449	species
29449	species
29449	species
29449	species
29449	species
29449	species
29449	species
29449	species
29449	species
347834	strain
358	species
358	species
56730	species
384	species
384	species
384	species
1062	species
1061	species
272942	strain
1061	species
272942	strain
1414586	strain
1414586	strain
1414586	strain
1414586	strain
1833	species
43767	species
1833	species
1833	species
1833	species
43767	species
43767	species
43767	species
43767	species
43767	species
43767	species
43767	species
1833	species
1827	genus
1833	species
1833	species
37919	species
1833	species
1833	species
1833	species
33008	species
28065	genus
29549	species
34009	species
1564506	species
34085	species
2434	species
375451	strain
2434	species
375451	strain
2434	species
375451	strain
2433	genus
314263	species
246200	strain
246200	strain
246200	strain
246200	strain
246200	strain
246200	strain
246200	strain
1851	genus
28256	family
146919	species
146919	species
761659	strain
761659	strain
761659	strain
51367	species
51366	genus
1853224	order
59201	subspecies
590	genus
59201	subspecies
28901	species
28901	species
28901	species
28901	species
28901	species
28901	species
59201	subspecies
149539	no rank
594	no rank
90371	no rank
594	no rank
90370	no rank
90370	no rank
28901	species
108619	no rank
149539	no rank
28901	species
59201	subspecies
149539	no rank
149539	no rank
149539	no rank
149539	no rank
149539	no rank
149539	no rank
149539	no rank
149539	no rank
28901	species
28901	species
28901	species
28901	species
149539	no rank
611	no rank
28901	species
28901	species
90371	no rank
90371	no rank
90371	no rank
90371	no rank
149539	no rank
149539	no rank
28901	species
58712	no rank
58712	no rank
28901	species
149539	no rank
99287	strain
28901	species
340188	no rank
28901	species
98360	no rank
98360	no rank
28901	species
28901	species
108619	no rank
149539	no rank
58712	no rank
90371	no rank
149539	no rank
562	species
573	species
149539	no rank
149539	no rank
590	genus
594	no rank
119912	no rank
59201	subspecies
54388	no rank
149539	no rank
192955	no rank
149539	no rank
149539	no rank
149539	no rank
90371	no rank
108619	no rank
149539	no rank
590	genus
90371	no rank
90371	no rank
149539	no rank
149539	no rank
611	no rank
28147	no rank
48409	no rank
57743	no rank
58712	no rank
90105	no rank
99287	strain
108619	no rank
115981	no rank
192955	no rank
436295	no rank
588858	no rank
593905	no rank
59201	subspecies
90371	no rank
90371	no rank
149539	no rank
594	no rank
90371	no rank
149539	no rank
149539	no rank
149539	no rank
59201	subspecies
149539	no rank
90371	no rank
59201	subspecies
90371	no rank
28901	species
28901	species
28901	species
28901	species
59201	subspecies
59201	subspecies
90371	no rank
590	genus
28901	species
28901	species
28901	species
90371	no rank
149539	no rank
28901	species
590	genus
590	genus
149539	no rank
590	genus
149539	no rank
108619	no rank
28901	species
59202	subspecies
28901	species
59204	subspecies
59204	subspecies
59202	subspecies
28901	species
59202	subspecies
59202	subspecies
28901	species
28901	species
611	no rank
28901	species
28901	species
28901	species
149539	no rank
149539	no rank
149539	no rank
28901	species
28901	species
590	genus
594	no rank
90371	no rank
149385	no rank
90371	no rank
595	no rank
590	genus
99287	strain
286783	no rank
90371	no rank
149539	no rank
149539	no rank
28901	species
605	no rank
590	genus
90371	no rank
90371	no rank
90371	no rank
90371	no rank
99287	strain
590	genus
90371	no rank
90371	no rank
590	genus
99287	strain
90371	no rank
90371	no rank
90371	no rank
90371	no rank
90371	no rank
192955	no rank
590	genus
594	no rank
28901	species
99287	strain
149387	no rank
59201	subspecies
90371	no rank
211968	no rank
28901	species
28901	species
149539	no rank
149539	no rank
149539	no rank
90371	no rank
90371	no rank
90371	no rank
90371	no rank
90371	no rank
90371	no rank
90371	no rank
590	genus
192955	no rank
90371	no rank
28901	species
90370	no rank
149539	no rank
108619	no rank
28901	species
28901	species
590	genus
28901	species
90370	no rank
149539	no rank
605	no rank
149539	no rank
28901	species
28901	species
99287	strain
98360	no rank
90371	no rank
28901	species
90371	no rank
149539	no rank
90371	no rank
28901	species
90371	no rank
562	species
90371	no rank
590	genus
90371	no rank
90370	no rank
149539	no rank
90371	no rank
613	genus
613	genus
104623	species
613	genus
104623	species
573	species
613	genus
613	genus
613	genus
613	genus
613	genus
616	species
104623	species
613	genus
613	genus
61652	species
613	genus
613	genus
104623	species
24	species
24	species
50422	species
1386772	species
50422	species
22	genus
50422	species
22	genus
50422	species
22	genus
50422	species
22	genus
624	species
621	species
623	species
511693	strain
623	species
624	species
562	species
562	species
625	species
621	species
624	species
42897	serotype
621	species
623	species
623	species
624	species
622	species
37762	strain
623	species
623	species
37762	strain
623	species
623	species
621	species
623	species
623	species
624	species
83333	strain
621	species
622	species
623	species
624	species
621	species
622	species
623	species
623	species
623	species
623	species
625	species
623	species
623	species
623	species
623	species
625	species
625	species
624	species
623	species
623	species
624	species
624	species
624	species
624	species
624	species
624	species
624	species
623	species
623	species
624	species
624	species
622	species
623	species
623	species
623	species
246200	strain
382	species
382	species
28105	genus
382	species
382	species
382	species
382	species
343509	strain
63612	species
165695	genus
13689	species
13689	species
2133	species
2134	species
2133	species
47834	species
2134	species
1280	species
1280	species
93062	strain
1280	species
1280	species
1280	species
1282	species
1280	species
1280	species
176279	strain
1280	species
1280	species
1280	species
1282	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1283	species
1282	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
561307	no rank
1280	species
93061	strain
1280	species
1280	species
1280	species
1280	species
1282	species
29387	species
29387	species
1280	species
158879	strain
1280	species
426430	strain
1280	species
29385	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
29387	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
561307	no rank
1280	species
561307	no rank
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
283734	species
283734	species
283734	species
283734	species
1280	species
1280	species
45972	species
1282	species
283734	species
1282	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1290	species
29388	species
1282	species
1290	species
1288	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
561307	no rank
1280	species
1280	species
1280	species
1282	species
283734	species
283734	species
29387	species
1280	species
1280	species
1280	species
93061	strain
93061	strain
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
561307	no rank
1282	species
1280	species
1280	species
1280	species
1282	species
1282	species
1280	species
1282	species
93061	strain
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
1280	species
69392	species
40324	species
40324	species
40324	species
40324	species
40324	species
40324	species
40324	species
40324	species
40324	species
40324	species
40324	species
40324	species
40324	species
40324	species
1308	species
198466	strain
198466	strain
198466	strain
198466	strain
198466	strain
198466	strain
1308	species
1308	species
1314	species
1309	species
1301	genus
1301	genus
1301	genus
1301	genus
1301	genus
1301	genus
1311	species
1301	genus
1311	species
1309	species
1309	species
1301	genus
1336	species
1303	species
1302	species
1307	species
1307	species
1334	species
119602	subspecies
1307	species
1307	species
1307	species
1301	genus
1301	genus
1301	genus
1301	genus
1301	genus
1301	genus
1301	genus
1301	genus
1301	genus
1301	genus
1301	genus
1301	genus
1004952	strain
1307	species
1307	species
1005041	strain
1004951	strain
1308	species
1308	species
28037	species
1307	species
1301	genus
1301	genus
373153	strain
1301	genus
1348	species
1314	species
1308	species
1308	species
1046629	strain
1308	species
1308	species
1308	species
1308	species
1308	species
1308	species
1308	species
1308	species
1301	genus
1308	species
1308	species
1308	species
1308	species
1308	species
1911	species
1916	species
146537	species
1916	species
953739	strain
67384	species
1911	species
146537	species
953739	strain
1938	species
1916	species
1911	species
146922	species
1911	species
1931	species
1916	species
1911	species
67384	species
1911	species
953739	strain
58346	species
1911	species
67384	species
67384	species
1911	species
1911	species
1902	species
1902	species
1911	species
1930	species
1930	species
146922	species
67369	species
58346	species
1916	species
1911	species
953739	strain
1911	species
146922	species
1911	species
67384	species
1916	species
1902	species
1916	species
1911	species
953739	strain
1916	species
1911	species
1911	species
67263	subspecies
1911	species
1916	species
1938	species
1894	species
1911	species
1911	species
146537	species
1916	species
953739	strain
1911	species
1916	species
1902	species
1931	species
1902	species
33903	species
33903	species
953739	strain
1902	species
1911	species
146537	species
146537	species
146922	species
1931	species
1911	species
1930	species
1931	species
629295	species group
629295	species group
1931	species
1931	species
1911	species
1916	species
54571	species
67384	species
67384	species
67263	subspecies
1911	species
54571	species
1916	species
1930	species
1911	species
1938	species
1916	species
1911	species
67263	subspecies
67369	species
1916	species
1916	species
1902	species
33903	species
511145	no rank
562	species
83333	strain
83333	strain
562	species
562	species
562	species
562	species
562	species
562	species
562	species
562	species
52598	species
1525218	species
1525218	species
1525218	species
1525218	species
1891280	species
2286	species
2288	species
2284	genus
2284	genus
2284	genus
2284	genus
2284	genus
2284	genus
2284	genus
2284	genus
2284	genus
2284	genus
2284	genus
1241935	strain
2284	genus
273057	strain
2288	species
2287	species
2287	species
2284	genus
2284	genus
2284	genus
2284	genus
2284	genus
2287	species
2284	genus
2288	species
2288	species
2284	genus
32051	species
32051	species
32051	species
1131	species
1131	species
1131	species
84588	strain
32051	species
1131	species
1131	species
1131	species
1131	species
32051	species
1131	species
232348	species
1129	genus
232348	species
232348	species
32051	species
1129	genus
1129	genus
1129	genus
232348	species
1353134	species
1131	species
1131	species
1131	species
84588	strain
32051	species
32051	species
32051	species
32051	species
32051	species
32051	species
32051	species
32051	species
32051	species
32051	species
1131	species
32051	species
32051	species
1131	species
32051	species
1129	genus
1129	genus
1129	genus
1131	species
84588	strain
166314	species
32051	species
1131	species
1131	species
166314	species
32051	species
1129	genus
166314	species
32051	species
59931	species
1131	species
32051	species
166314	species
1314	species
1906242	species
107401	species
330834	species
1518149	genus
1094508	strain
35749	species
2263	genus
2271	species
1220595	strain
1462	species
300852	strain
300852	strain
262724	strain
274	species
274	species
274	species
274	species
2060	genus
2060	genus
2060	genus
2061	species
2061	species
1869227	species
669	species
47951	species
212663	species
29497	species
136468	species
136468	species
678	species
553239	species
553239	species
47951	species
47951	species
553239	species
553239	species
553239	species
47951	species
553239	species
678	species
663	species
666	species
680	species
669	species
663	species
663	species
669	species
669	species
2902295	strain
669	species
669	species
662	genus
666	species
669	species
666	species
666	species
668	species
662	genus
666	species
669	species
666	species
666	species
666	species
29497	species
29497	species
666	species
666	species
666	species
666	species
666	species
666	species
666	species
666	species
666	species
666	species
666	species
666	species
666	species
666	species
666	species
666	species
666	species
666	species
666	species
666	species
666	species
666	species
666	species
666	species
670	species
29497	species
127906	serogroup
666	species
666	species
691	species
666	species
666	species
663	species
696485	species
666	species
127906	serogroup
669	species
670	species
672	species
663	species
662	genus
670	species
691	species
662	genus
662	genus
662	genus
670	species
666	species
669	species
669	species
670	species
678	species
672	species
669	species
663	species
663	species
1219076	strain
663	species
223926	strain
223926	strain
223926	strain
666	species
127906	serogroup
670	species
670	species
670	species
670	species
670	species
670	species
29497	species
678	species
666	species
666	species
666	species
670	species
670	species
666	species
670	species
670	species
666	species
669	species
669	species
666	species
666	species
669	species
670	species
670	species
663	species
670	species
670	species
670	species
670	species
666	species
127906	serogroup
666	species
666	species
678	species
672	species
666	species
662	genus
666	species
666	species
666	species
666	species
666	species
678	species
670	species
670	species
670	species
670	species
137591	species
46255	genus
346	species
339	species
195709	no rank
195709	no rank
339	species
340	no rank
339	species
340	no rank
339	species
340	no rank
339	species
340	no rank
339	species
340	no rank
456327	species
29446	species
340	no rank
48664	species
56460	species
346	species
195709	no rank
1313303	strain
129394	no rank
64187	no rank
338	genus
64187	no rank
64187	no rank
339	species
346	species
56460	species
340	no rank
347	species
347	species
2371	species
2371	species
2371	species
2371	species
2371	species
632	species
630	species
631	species
629	genus
28152	species
29484	species
33060	species
630	species
631	species
629	genus
28152	species
29484	species
263819	species
633	species
630	species
630	species
630	species
633	species
630	species
633	species
632	species
632	species
630	species
630	species
630	species
630	species
630	species
630	species
633	species
630	species
633	species
633	species
632	species
630	species
630	species
630	species
630	species
633	species
665028	strain
665028	strain
665028	strain
632	species
632	species
632	species
632	species
632	species
632	species
632	species
